DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
220207597,3/21/2022 0:00,10/1/2020 0:00,2200,2,Rampart,291,1,210,ROBBERY,1822 0416,62,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,1300 S  ALVARADO                     ST,,34.0473,-118.2827
221713038,8/31/2022 0:00,3/10/2020 0:00,1800,17,Devonshire,1767,2,662,"BUNCO, GRAND THEFT",701,32,M,O,101,STREET,,,IC,Invest Cont,662,,,,18400    PLUMMER                      ST,,34.2428,-118.5338
221105273,2/4/2022 0:00,2/2/2020 0:00,1200,11,Northeast,1179,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,100 W  AVENUE 44,,34.0951,-118.208
230710696,6/11/2023 0:00,12/17/2020 0:00,1,7,Wilshire,722,2,354,THEFT OF IDENTITY,0923 0930 1822 0928,26,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 S  FLORES                       ST,,34.0744,-118.3711
231510050,5/22/2023 0:00,5/8/2020 0:00,1200,15,N Hollywood,1548,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0448,29,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,5300    CLEON                        AV,,34.167,-118.3686
230911729,6/10/2023 0:00,4/1/2020 0:00,5,9,Van Nuys,911,2,354,THEFT OF IDENTITY,1822 0100 0923,56,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6600    PEACH                        AV,,34.1903,-118.4676
221209383,3/30/2022 0:00,2/25/2020 0:00,1930,12,77th Street,1207,2,354,THEFT OF IDENTITY,,24,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4600    WESLEY                       AV,,34.0016,-118.2878
220211619,5/7/2022 0:00,12/16/2020 0:00,457,2,Rampart,231,1,330,BURGLARY FROM VEHICLE,0344 0329,32,M,H,101,STREET,,,IC,Invest Cont,330,,,,200 S  VENDOME                      ST,,34.0689,-118.2841
231105297,2/3/2023 0:00,7/27/2020 0:00,1000,11,Northeast,1152,2,354,THEFT OF IDENTITY,1822 1501 0100,25,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4200    CLAYTON                      AV,,34.1,-118.2819
232011006,6/2/2023 0:00,6/1/2020 0:00,1200,20,Olympic,2071,2,662,"BUNCO, GRAND THEFT",0701 0800 0344 1822,44,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,1500 S  GRAMERCY                     PL,,34.0453,-118.313
221308122,3/10/2022 0:00,3/10/2020 0:00,35,13,Newton,1324,2,354,THEFT OF IDENTITY,1822 0100,30,F,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,1400 E  20TH                         ST,,34.0218,-118.249
201410122,4/28/2020 0:00,4/28/2020 0:00,100,14,Pacific,1406,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3600    KEYSTONE                     AV,,34.0238,-118.4095
231709319,5/7/2023 0:00,12/14/2020 0:00,1545,17,Devonshire,1718,2,354,THEFT OF IDENTITY,0929 0930,42,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11100    DENSMORE                     AV,,34.2728,-118.4788
221917253,11/25/2022 0:00,6/15/2020 0:00,1200,19,Mission,1981,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,8600    LANGDON                      AV,,34.2265,-118.4699
220204234,1/5/2022 0:00,12/20/2020 0:00,815,2,Rampart,269,2,354,THEFT OF IDENTITY,0100 0930,58,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700    WITMER                       ST,,34.0524,-118.2678
220604399,1/10/2022 0:00,9/19/2020 0:00,1600,6,Hollywood,668,2,354,THEFT OF IDENTITY,1822,30,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,WILTON,LEXINGTON,34.0928,-118.3136
231320297,11/8/2023 0:00,5/8/2020 0:00,1120,13,Newton,1383,2,354,THEFT OF IDENTITY,100,51,M,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,200 W  60TH                         ST,,33.9851,-118.2765
221511470,6/22/2022 0:00,7/11/2020 0:00,1200,15,N Hollywood,1541,2,354,THEFT OF IDENTITY,0377 1822,63,M,W,209,EQUIPMENT RENTAL,,,IC,Invest Cont,354,,,,12600    OTSEGO                       ST,,34.1631,-118.4074
231309161,4/7/2023 0:00,1/1/2020 0:00,1,13,Newton,1383,2,354,THEFT OF IDENTITY,100,45,M,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,200 W  62ND                         ST,,33.9833,-118.2765
230513434,9/12/2023 0:00,9/1/2020 0:00,1,5,Harbor,526,2,662,"BUNCO, GRAND THEFT",0344 0701 0800,54,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,600 N  FRIES                        AV,,33.777,-118.2648
221516098,10/13/2022 0:00,10/13/2020 0:00,1200,15,N Hollywood,1557,2,860,BATTERY WITH SEXUAL CONTACT,0913 1810,29,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,860,,,,10900    BLIX                         ST,,34.1567,-118.368
230118041,8/16/2023 0:00,8/27/2020 0:00,2100,1,Central,132,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0408 0329 0421 0400,59,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,800 W  1ST                          ST,,34.057,-118.2508
221205458,1/15/2022 0:00,10/10/2020 0:00,820,12,77th Street,1267,1,820,ORAL COPULATION,1203 1251 1258 0913 0500 0507 0549 0360,14,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,820,,,800 W  83RD                         ST,,33.9636,-118.2871
231315967,8/21/2023 0:00,1/1/2020 0:00,1530,13,Newton,1362,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0914 1817 0913,12,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,812,813,,,4800 S  SAN PEDRO                    ST,,33.9994,-118.2696
220514938,10/16/2022 0:00,7/1/2020 0:00,1800,5,Harbor,504,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0556 1259 0913 0448,12,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,1600 W  206TH                        ST,,33.8438,-118.3066
230606306,2/24/2023 0:00,3/20/2020 0:00,1800,6,Hollywood,622,2,661,UNAUTHORIZED COMPUTER ACCESS,1822 1914,30,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,661,,,,8100    WILLOW GLEN                  RD,,34.1162,-118.3738
221507710,3/30/2022 0:00,1/30/2020 0:00,1305,15,N Hollywood,1555,2,354,THEFT OF IDENTITY,377,71,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,354,,,,11300    OTSEGO                       ST,,34.163,-118.3774
221300973,9/9/2022 0:00,6/1/2020 0:00,1900,13,Newton,1352,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0527 0913 1259 1402 1309,14,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,810,998,,,4600 S  MAIN                         ST,,34.002,-118.274
222114709,9/26/2022 0:00,6/19/2020 0:00,600,21,Topanga,2113,2,354,THEFT OF IDENTITY,1822,42,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7900    SAUSALITO                    AV,,34.2141,-118.6157
221006046,2/24/2022 0:00,11/19/2020 0:00,1200,10,West Valley,1025,2,354,THEFT OF IDENTITY,1822 1908,69,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,17900    SHERMAN                      WY,,34.2009,-118.5229
221609983,6/30/2022 0:00,8/1/2020 0:00,1200,16,Foothill,1668,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 2021,49,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,9700    PINEWOOD                     AV,,34.2452,-118.2855
221806358,2/21/2022 0:00,2/21/2020 0:00,2300,18,Southeast,1849,2,354,THEFT OF IDENTITY,930,26,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2000 E  115TH                        ST,,33.9305,-118.2363
221315910,10/29/2020 0:00,8/2/2020 0:00,1415,13,Newton,1361,2,354,THEFT OF IDENTITY,0100 0928,63,M,H,751,WEBSITE,,,IC,Invest Cont,354,,,,4600 S  BROADWAY,,34.002,-118.2783
230908117,4/13/2023 0:00,7/31/2020 0:00,1,9,Van Nuys,989,2,354,THEFT OF IDENTITY,1501,41,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4200    VENTURA CANYON               AV,,34.1464,-118.4294
231309176,4/14/2023 0:00,10/19/2020 0:00,1445,13,Newton,1393,2,354,THEFT OF IDENTITY,100,57,M,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,100 W  70TH                         ST,,33.9765,-118.2739
232014656,8/25/2023 0:00,6/25/2020 0:00,1445,20,Olympic,2026,2,354,THEFT OF IDENTITY,1822,24,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,400 S  CATALINA                     ST,,34.0672,-118.2954
221905982,2/20/2022 0:00,2/20/2020 0:00,1500,19,Mission,1977,2,901,VIOLATION OF RESTRAINING ORDER,1259 2038,15,F,H,101,STREET,,,AA,Adult Arrest,901,,,,CANTERBURY,OSBORNE,34.2373,-118.4327
230109090,3/10/2023 0:00,4/10/2020 0:00,200,1,Central,163,2,354,THEFT OF IDENTITY,928,36,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700 S  SPRING                       ST,,34.0438,-118.2547
221309225,4/7/2022 0:00,4/3/2020 0:00,144,13,Newton,1331,2,354,THEFT OF IDENTITY,0100 0930 1822,29,M,H,750,CYBERSPACE,,,IC,Invest Cont,354,,,,2700 S  GRAND                        AV,,34.0254,-118.2729
210904288,1/9/2021 0:00,12/27/2020 0:00,1600,9,Van Nuys,964,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1420,22,F,W,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,14000    RIVERSIDE                    DR,,34.1576,-118.4389
231905726,2/8/2023 0:00,1/1/2020 0:00,1,19,Mission,1995,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 1817 0556 1258 0522,5,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,14700    BLYTHE                       ST,,34.2152,-118.4531
221615196,12/16/2022 0:00,12/1/2020 0:00,1,16,Foothill,1602,2,354,THEFT OF IDENTITY,1501,22,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12100    MERCER                       ST,,34.2865,-118.3976
220120619,9/16/2022 0:00,9/15/2020 0:00,1541,1,Central,185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,26,M,H,101,STREET,,,IC,Invest Cont,740,,,,900 S  MAIN                         ST,,34.0416,-118.255
220610269,5/13/2022 0:00,10/8/2020 0:00,1925,6,Hollywood,656,2,354,THEFT OF IDENTITY,0928 1822 0344,38,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1000    WILCOX                       AV,,34.0889,-118.331
230218442,10/2/2023 0:00,1/1/2020 0:00,900,2,Rampart,235,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0522 0913 0602 0554 1259,13,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,200 S  LAKE                         ST,,34.0663,-118.2719
221004804,1/23/2022 0:00,11/23/2020 0:00,1435,10,West Valley,1063,2,354,THEFT OF IDENTITY,1822,61,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,18600    VENTURA                      BL,,34.1698,-118.5386
232110833,6/23/2023 0:00,6/1/2020 0:00,1200,21,Topanga,2146,2,354,THEFT OF IDENTITY,1822 0930,33,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6800    ALABAMA                      AV,,34.1937,-118.599
220208989,4/14/2022 0:00,4/14/2020 0:00,945,2,Rampart,256,2,354,THEFT OF IDENTITY,100,28,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,600 S  UNION                        AV,,34.0565,-118.2724
231806653,6/12/2022 0:00,3/4/2020 0:00,800,18,Southeast,1832,2,946,OTHER MISCELLANEOUS CRIME,0913 0935,-2,X,X,726,POLICE FACILITY,,,IC,Invest Cont,946,,,,100 W  108TH                        ST,,33.9401,-118.2761
220706120,2/23/2022 0:00,10/13/2020 0:00,900,7,Wilshire,702,2,354,THEFT OF IDENTITY,929,27,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,700 N  GENESEE                      AV,,34.0838,-118.3584
230208225,3/28/2023 0:00,3/28/2020 0:00,1450,2,Rampart,237,2,354,THEFT OF IDENTITY,1822 0100 0917,20,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,200    WITMER                       ST,,34.061,-118.2615
221806331,2/15/2022 0:00,4/10/2020 0:00,815,18,Southeast,1802,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0377 0910,28,M,H,801,MTA BUS,,,IC,Invest Cont,440,,,,200 W  MANCHESTER                   AV,,33.9601,-118.2768
210704053,12/31/2020 0:00,12/31/2020 0:00,400,7,Wilshire,722,1,310,BURGLARY,1822 0344 1607 1300,31,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,100 N  CROFT                        AV,,34.0745,-118.3742
231221370,10/11/2023 0:00,3/20/2020 0:00,1000,12,77th Street,1259,2,354,THEFT OF IDENTITY,100,37,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7500 S  SAN PEDRO                    ST,,33.9722,-118.2696
221016479,11/14/2022 0:00,7/24/2020 0:00,1500,10,West Valley,1017,1,761,BRANDISH WEAPON,1202 1822 0334,59,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,761,,,,SHERMAN                      WY,ENCINO,34.2012,-118.5133
221011289,7/5/2022 0:00,3/1/2020 0:00,1200,10,West Valley,1001,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416,43,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,SHIRLEY,ROSCOE                       BL,34.2204,-118.5579
231421770,12/13/2023 0:00,3/13/2020 0:00,1200,14,Pacific,1464,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,45,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,CAMPUS CENTER                DR,BLUFF CREEK                  DR,33.9775,-118.4065
221811572,5/24/2022 0:00,8/2/2020 0:00,324,18,Southeast,1841,2,354,THEFT OF IDENTITY,0922 0928 0929 0930 1202 1822,63,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,10400 S  VERMONT                      AV,,33.9423,-118.2916
230404996,1/30/2023 0:00,8/23/2020 0:00,800,4,Hollenbeck,488,2,649,DOCUMENT FORGERY / STOLEN FELONY,0601 1202 0344 0360 0913,78,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,3400    GARNET                       ST,,34.0231,-118.2039
232117501,12/9/2023 0:00,5/10/2020 0:00,1645,21,Topanga,2157,2,354,THEFT OF IDENTITY,0929 0928,25,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6500    INDEPENDENCE                 AV,,34.1889,-118.5905
221220860,9/15/2022 0:00,1/18/2020 0:00,1,12,77th Street,1213,2,354,THEFT OF IDENTITY,0100 1202,67,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,5200 S  MANHATTAN                    PL,,33.9951,-118.3102
220504655,1/20/2022 0:00,1/19/2020 0:00,2200,5,Harbor,551,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300,0,X,X,729,SPECIALTY SCHOOL/OTHER,,,IC,Invest Cont,331,,,,300 S  WEYMOUTH                     AV,,33.7421,-118.3102
230813464,7/22/2023 0:00,10/1/2020 0:00,1755,8,West LA,828,2,354,THEFT OF IDENTITY,1501,25,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,800    HILGARD                      AV,,34.0664,-118.4397
231905565,2/6/2023 0:00,1/1/2020 0:00,5,19,Mission,1964,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 0448,26,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,9400    KESTER                       AV,,34.2412,-118.4558
220910623,6/21/2022 0:00,11/19/2020 0:00,1,9,Van Nuys,939,2,354,THEFT OF IDENTITY,1822 0917,53,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6300    MORSE                        AV,,34.1864,-118.4159
221226041,12/27/2022 0:00,11/20/2020 0:00,1010,12,77th Street,1267,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,57,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,8300 S  HOOVER                       ST,,33.9633,-118.2871
231207476,2/27/2023 0:00,8/15/2020 0:00,1,12,77th Street,1273,1,310,BURGLARY,1202 0329 1300,72,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,8800    HAAS                         AV,,33.958,-118.317
221708027,4/13/2022 0:00,8/9/2020 0:00,905,17,Devonshire,1745,2,354,THEFT OF IDENTITY,1822 0100 0928,35,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,17600    BLACKHAWK                    ST,,34.2586,-118.5169
220717687,12/12/2022 0:00,2/12/2020 0:00,840,7,Wilshire,714,2,354,THEFT OF IDENTITY,1822 0100,26,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,400 N  FULLER                       AV,,34.0783,-118.3498
230507674,4/11/2023 0:00,7/30/2020 0:00,835,5,Harbor,585,2,354,THEFT OF IDENTITY,0922 0929 0377,28,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,800 W  19TH                         ST,,33.727,-118.2946
220909334,5/18/2022 0:00,10/1/2020 0:00,1400,9,Van Nuys,971,2,354,THEFT OF IDENTITY,1822,47,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4700    BURNET                       AV,,34.1559,-118.4629
221015665,10/25/2022 0:00,6/9/2020 0:00,1535,10,West Valley,1023,2,354,THEFT OF IDENTITY,1822 0928,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,19200    HAYNES                       ST,,34.1896,-118.5515
201308739,3/27/2020 0:00,3/27/2020 0:00,1210,13,Newton,1333,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3200 S  SAN PEDRO                    ST,,34.017,-118.2643
221225047,12/9/2022 0:00,12/2/2020 0:00,1535,12,77th Street,1251,2,354,THEFT OF IDENTITY,0100 1822 0922,29,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6800    10TH                         AV,,33.9773,-118.3279
231810634,5/19/2023 0:00,1/2/2020 0:00,800,18,Southeast,1824,2,354,THEFT OF IDENTITY,0930 0928 1822 0100,21,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9700 S  CENTRAL                      AV,,33.9482,-118.2541
221007765,4/10/2022 0:00,4/6/2020 0:00,1200,10,West Valley,1024,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,6600    RESEDA                       BL,,34.1958,-118.5399
220311221,5/23/2022 0:00,4/29/2020 0:00,1,3,Southwest,395,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501 1309,19,X,X,726,POLICE FACILITY,,,IC,Invest Cont,845,,,,1500 W  MARTIN LUTHER KING JR        BL,,34.0108,-118.3135
220318793,10/19/2022 0:00,10/19/2020 0:00,1900,3,Southwest,311,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0558 0503 0510 1258 1251 0448,11,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,5500    GEER                         ST,,34.0301,-118.3636
221209976,4/14/2022 0:00,9/27/2020 0:00,1104,12,77th Street,1268,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,23,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,200 E  84TH                         PL,,33.9619,-118.2717
230605916,2/9/2023 0:00,2/9/2020 0:00,1415,6,Hollywood,636,2,354,THEFT OF IDENTITY,1822 0930 0928,35,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1700 N  LAS PALMAS                   AV,,34.1016,-118.3361
241204387,1/5/2024 0:00,5/5/2020 0:00,1025,12,77th Street,1269,2,354,THEFT OF IDENTITY,0100 0917 0929 0930 0935 0928 1822,39,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,900 E  82ND                         ST,,33.9647,-118.2586
231420590,11/20/2023 0:00,11/20/2020 0:00,1000,14,Pacific,1413,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,37,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,500    SAN JUAN                     AV,,33.9921,-118.4692
230113770,6/6/2023 0:00,3/20/2020 0:00,800,1,Central,142,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0344 1803,60,M,O,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,668,,,,300 S  HOPE                         ST,,34.0537,-118.2523
220712955,8/16/2022 0:00,11/8/2020 0:00,1005,7,Wilshire,722,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0913,59,F,O,707,GARAGE/CARPORT,,,IC,Invest Cont,440,,,,100 S  FLORES                       ST,,34.0744,-118.3711
230710300,9/22/2022 0:00,7/26/2020 0:00,1200,7,Wilshire,701,2,662,"BUNCO, GRAND THEFT",344,34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,700 N  ALFRED                       ST,,34.0836,-118.3753
220717203,11/30/2022 0:00,3/1/2020 0:00,945,7,Wilshire,725,2,354,THEFT OF IDENTITY,0100 1822,54,F,J,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,100 N  FULLER                       AV,,34.0736,-118.3498
220904776,1/22/2022 0:00,12/28/2020 0:00,1200,9,Van Nuys,974,1,310,BURGLARY,0397 0344,48,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,4600    VAN NUYS                     BL,,34.1548,-118.4487
221006113,2/27/2022 0:00,8/24/2020 0:00,2000,10,West Valley,1029,1,330,BURGLARY FROM VEHICLE,1607 0344,46,M,H,101,STREET,,,IC,Invest Cont,330,,,,GLORIA,BASSETT,34.1961,-118.4793
231007048,3/21/2023 0:00,7/30/2020 0:00,1645,10,West Valley,1024,2,354,THEFT OF IDENTITY,1822 0917 0929,20,F,F,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6600    RESEDA                       BL,,34.1958,-118.5399
221711184,6/15/2022 0:00,5/15/2020 0:00,155,17,Devonshire,1795,2,354,THEFT OF IDENTITY,0929 0930 1822,27,M,B,605,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354,,,,8300    WHITE OAK                    AV,,34.221,-118.5186
220407814,4/22/2022 0:00,4/1/2020 0:00,5,4,Hollenbeck,459,1,121,"RAPE, FORCIBLE",1258 0527,10,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3100    WINTER                       ST,,34.0468,-118.1964
231205329,1/20/2023 0:00,6/20/2020 0:00,1140,12,77th Street,1204,2,354,THEFT OF IDENTITY,0100 0931 0930,36,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1400 W  47TH                         ST,,34.001,-118.3002
220619758,12/5/2022 0:00,6/15/2020 0:00,1500,6,Hollywood,643,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 1813 0416 0417 0446,10,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,7200    FRANKLIN                     AV,,34.1037,-118.3459
211104796,1/24/2021 0:00,1/23/2020 0:00,800,11,Northeast,1172,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,745,,,,1200    WESTERLY                     TR,,34.0845,-118.2726
241204463,1/7/2024 0:00,6/7/2020 0:00,1315,12,77th Street,1293,2,354,THEFT OF IDENTITY,0929 0930 0928 1822 0100,35,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10200    RUTHELEN                     ST,,33.944,-118.3123
220911160,7/6/2022 0:00,3/1/2020 0:00,1000,9,Van Nuys,923,2,354,THEFT OF IDENTITY,1822 1202 0929,59,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,6400    VAN NUYS                     BL,,34.1867,-118.4487
